MLA,326659539,FERRETERIA JASPER,MLA804529743,Pinza Pelacable Automatica Hasta 2.5  Black Jack B168 Jasper,MLA412577,Pinzas Pelacables,$1060
MLA,326659539,FERRETERIA JASPER,MLA846232266,Tornillo Vialro Negro Metal Aguja T2 6 X 1 Jasper,MLA372054,Tornillos,$473
MLA,326659539,FERRETERIA JASPER,MLA783639600,Espatula 40mm Goldblatt Durlock Construccion En Seco Jasper,MLA371991,Espátulas,$690
MLA,326659539,FERRETERIA JASPER,MLA874155647,Cuchillo Bahco 2446 C/funda Especial Caza Y Pesca Jasper,MLA416695,Navajas y Cuchillos,$1280
MLA,326659539,FERRETERIA JASPER,MLA741451929,Black Jack Caja De Inglete Plástica 45 Y 90 Grados Jasper,MLA418080,Cajas de Ingletes,$390
MLA,326659539,FERRETERIA JASPER,MLA846235704,Tornillo Vialro Negro Metal Aguja T4 6 X 2 1/4 Jasper,MLA372054,Tornillos,$880
MLA,326659539,FERRETERIA JASPER,MLA748149812,Pesca Tornillo Imantado Flexible 60cm Black Jack Jasper,MLA429230,Bandejas Imantadas,$1030
MLA,326659539,FERRETERIA JASPER,MLA745248502,Terraja 3/4 Para Roscar Polipropileno S3 Jasper Caballito,MLA431295,Terrajas,$360
MLA,326659539,FERRETERIA JASPER,MLA757668483,Irimo Destornillador Largo Crique + Puntas Jasper Caballito,MLA372030,Sets de Destornilladores,$1820
MLA,326659539,FERRETERIA JASPER,MLA775843393,Cortahierro El Abuelo 10mm X 150mm Mango Recubierto Jasper,MLA414196,Cinceles y Formones,$400
MLA,326659539,FERRETERIA JASPER,MLA741901334,Juego Mechas Copa Madera Zeex X 11 Piezas Jasper Caballito,MLA372115,Mechas,$1300
MLA,326659539,FERRETERIA JASPER,MLA750625142,Falsa Escuadra Regulable Tolsen 250mm Jasper Caballito,MLA429734,Escuadras de Precisión,$400
MLA,326659539,FERRETERIA JASPER,MLA741504174,Cadena Cementada Seguridad Nº50 X 100 Cm Jasper Caballito,MLA416574,Cadenas de Seguridad,$780
MLA,326659539,FERRETERIA JASPER,MLA756250833,Pinza Multiuso Grip 9  Zeex Plastica Super Reforzada Jasper,MLA412520,Otros,$700
MLA,326659539,FERRETERIA JASPER,MLA761604230,Soplete Techista Aligas Con Manguera P Garrafa 10k  Jasper,MLA371997,Sopletes,$1650
MLA,326659539,FERRETERIA JASPER,MLA845689873,Tornillo Tanque Mecha Zincado Azul Platil T1 8x1/2 Jasper,MLA372054,Tornillos,$748
MLA,326659539,FERRETERIA JASPER,MLA845927281,Tornillo Tanque Aguja Zincado Azul Platil T1 8x1/2 Jasper,MLA372054,Tornillos,$605
MLA,326659539,FERRETERIA JASPER,MLA845917625,Tornillo Tanque Mecha Zincado Azul Platil T1 8x1 1/2 Jasper,MLA372054,Tornillos,$1265
MLA,326659539,FERRETERIA JASPER,MLA741943619,Prensa G Profesional 4 Pulgadas 100mm Zeex Jasper Caballito,MLA412454,Prensas Sargento,$1390
MLA,326659539,FERRETERIA JASPER,MLA740385291,Irimo Destornillador  Crique + 12 Puntas 475r-1/4-30 Jasper,MLA372030,Sets de Destornilladores,$1580
MLA,326659539,FERRETERIA JASPER,MLA845917181,Tornillo Tanque Mecha Zincado Azul Platil T1 8x1 1/4 Jasper,MLA372054,Tornillos,$1078
MLA,326659539,FERRETERIA JASPER,MLA846227793,Tornillo Vialro Negro Madera Aguja 8 X 2 1/2 Jasper,MLA372054,Tornillos,$1298
MLA,326659539,FERRETERIA JASPER,MLA846220045,Tornillo Vialro Negro Madera Aguja 8 X 1 1/2 Jasper,MLA372054,Tornillos,$836
MLA,326659539,FERRETERIA JASPER,MLA762113273,Reemplazo Sierra Widia Termita 115mm Madera Con Clavo Jasper,MLA372119,Discos de Corte,$1200
